PUBLIC_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
MMRF_2438,4.14119867796976,17.9047249851259,19.1289372227541,4.94315858022691,3.81000275477313,7.8062294725077,1.77060808108681,1.89628372413735,16.3557394032212,-7.30447861165573,2.34882642218449,-5.34398991493993,11.8166079048349,14.9506453225296,4.60329481829419,0.0489949624803886,0.498540479475811,-4.11654882173694,-1.94289408329759,15.262907407277,4.08349940017721,5.66659317516535,-6.15490867836425,-14.8406064653667,4.24017944155769,-4.27989170965797,-1.78309593924452,6.5994173746475,-6.48690720000913,2.61748756218698,5.74548938962976,3.85249034665018,-5.90673034997427,1.43122839890754,-5.90295263173912,-0.602489831407486,-0.322058793839109,0.146280170018555,-2.91478467909806,-0.234784052173995
MMRF_2562,17.2617490730377,4.04913661596241,-1.3109534876905,-5.27809174637539,14.1389089799891,5.78123796622617,14.2101123315635,-1.37609821686996,-15.4223189945451,-14.7540476970317,-15.0064620514981,-6.28145021839728,9.92205015141596,-5.45362004802039,11.4095176768956,1.38978802496736,6.91148814500918,0.115217262646259,-2.51122825928667,1.05970918774851,4.97395154639598,0.253757171450948,6.9130583669639,6.45455779860094,-0.768452818368306,2.09103532303232,-1.00219420736468,3.67364727506128,1.33006187373209,3.10257480462232,0.348900179703487,1.00880159697778,-1.45805151738662,-3.93370838535165,-1.21254466505257,-8.2462370342786,1.64671095958696,-5.52705410313389,-3.0262488801282,-2.43569790275311
MMRF_1797,11.7865364061862,0.0503414038825782,-21.5797035784618,-10.6891087104912,-27.5409085714687,-8.55372728062216,8.38827692476332,-24.7284914054052,-10.8900951362761,27.6541066288576,15.4554352897493,-21.4604167618673,-4.862695378048,5.03751386664949,7.53042416720176,-1.41196161445918,6.6533822405287,6.87301442827487,-3.2916185919403,-1.66486409594538,-1.20624055455852,-7.68481267012012,-2.68530464386878,-4.35233018253058,1.30747001240875,-0.424218446374375,5.25751923340773,-6.85771107792667,-10.1870293737669,11.0325173442141,-7.93931412081955,2.82834657457824,6.00711424333593,1.35918027421646,2.97113120121204,10.505160508899,12.3754856225921,3.88717095961298,3.01053761205018,6.04140164083441
MMRF_1861,-74.4993513442371,-3.74636733063728,12.0852392049044,28.7635279672781,9.84476318645148,10.5421019905012,1.8637314285749,-4.63595985451721,-26.2026616369356,-9.35166293050505,3.129867072048,-5.91564383841859,-5.46148114710481,-16.1775936905152,8.21491797886441,-5.4245621525981,-13.7887286180962,14.7155863214488,-10.9877375340795,5.30012576519685,-10.2308118097822,-11.1266858766333,-17.5069397638285,2.44432231176871,-0.163582847404855,3.94516684111716,2.61613634391045,1.48280851508246,0.467521130008853,-3.08558964875342,0.803522975877961,-10.344203971351,-2.56233478415015,13.1903725677326,-12.4441451102883,-1.97773584173756,-13.5594826792011,16.7971413461438,2.14858037745505,-9.35184035529179
MMRF_1823,-7.2316497489311,-12.6518720978412,-26.6830264659109,3.87582814222463,13.5485491717319,-13.7015366427055,8.82627365405531,12.0896980775925,10.6682341395981,2.99939040713512,2.18553551420505,11.4955873459328,0.576044086199846,-9.65663173282084,-8.81486582969189,-6.5971718782679,-16.0293015851226,-4.37461596241535,1.76212947952272,0.282072454912944,3.33235247147415,1.58100713396909,2.3394721266985,-4.60276536932958,3.82229656302302,-2.75513717979169,11.7254977340646,0.799082969360913,4.73091884706115,4.55649488731821,2.33946338283506,4.04994440718346,-3.71288646233419,-1.87835615097857,4.43261612432186,1.90697394124085,-4.09241780298792,-2.19169864753208,8.41621123535825,3.02596849669961
MMRF_2018,6.11381432223951,-4.36948393110432,27.0424857626105,-14.7623327104905,10.7811627374729,2.04917446099241,15.6436628066737,5.93116864647238,-0.887582143091666,-2.21535497627919,-9.79873360883173,-7.40722341109671,10.1085595198653,1.89837412876038,0.732828361207738,-5.12751815924003,7.79822099183539,-12.642649090523,-0.445278756589442,-2.50163908903471,8.84731746347757,2.30993185299803,1.16852990740739,-2.97164623267976,-5.88706421745186,2.71462070903087,-2.71505159029811,1.91061242567406,-3.9052264021027,5.52200204776311,-0.0882778452726915,-1.58499702836913,3.29995888715937,-0.897709402238618,-1.14510228764819,-1.28938110538628,0.288498389736827,-0.0165304298781786,0.539831092250732,-2.62256015248097
MMRF_2268,-138.524287548172,36.5482229869514,60.0292063748115,16.9155001237176,19.7953019200639,19.5960972704421,-31.4355637301578,-16.1973540225595,-38.516417445258,-6.43198161822315,15.8732734185279,1.97946181382338,4.01988498376656,-9.63944511944471,-3.28382471063814,-40.6888917560907,0.977178280997578,8.33101285841886,1.58641024460154,-1.40139810458729,-15.0370184503381,-1.51724389048264,-14.2951207992616,4.01966220705577,-7.61257733130384,-5.30499688766271,-4.89050906580639,-2.00010345245665,8.35650593207236,-1.34745199845224,0.0909356800732051,7.8862383408853,-1.70538541809575,-2.98649961013881,0.98273363043777,-3.8604121117319,-1.39113234762203,-17.0160458575342,1.60114892869717,8.47143709942331
MMRF_2694,-5.90281252828348,11.8440667176699,-32.4011879827024,-4.87638565138106,4.99409855625644,-27.9228070157183,19.871936403632,20.2046389648019,-11.0620643689951,-6.43909633208663,29.1480797101275,-9.13729990182594,-1.1337002325184,1.32490463287422,-10.5715301363754,-2.39919052922618,4.13918873295542,-1.49294892550277,-11.8590024107497,-1.58582087935364,12.1863229788557,10.5131537951801,-7.43294397426627,18.8035162595511,-4.03401633645861,2.92724609137548,9.99324084543018,-2.61871448145056,10.6043604103956,5.45148404553678,10.2350753038256,4.17385004996114,1.11335444583047,-3.40842784285391,5.8122003304533,9.45486042317007,10.9199317378303,7.94606780800402,-2.56280488579128,1.02778356611291
MMRF_1439,18.5037772738334,4.74148558744135,6.8690874409366,-5.48920828383963,-12.4929491596322,-11.3571369077419,-20.4606022949596,0.312398010683107,7.64698099144666,5.50958346603987,-0.0924924761142164,5.52633979864247,-10.2858677704064,5.63134211548102,12.2302634974227,-10.6563690180154,-9.3331141391763,3.6779737400778,-6.22515014255637,3.1696289029044,-5.04172301138449,19.631277521198,5.16308915459582,10.7103337448195,14.5551732320851,7.47482595435881,-16.4919379518136,9.33160985200128,3.63570060005591,-11.0664441229881,-8.89727537355581,-1.2398218434425,-2.07497890481326,0.0664571684071229,-3.76383922223824,12.3436681128896,-4.51409150497293,5.27126440806849,-6.84476703902705,1.61429089953654
MMRF_1822,-2.28083964946472,22.5826172966105,-52.0485956367748,-16.2226071547786,20.8225456369121,-16.4428434787022,2.65359962444441,15.2178347571373,-19.5158464645912,28.1038426552398,13.8456292312045,-12.2398070172619,-15.4233977870866,20.6886486351152,-3.17766999929783,-12.0081167303939,14.4908602033463,-4.13228524761656,-5.98799478039164,10.575225873318,9.46508083719235,-12.4919135663196,-7.69998990912743,-0.15165258734136,-5.96899521269195,-7.89616257317387,-11.0837599342515,-10.5376315777304,-18.7163749865033,-7.01336362696041,15.0715052334584,-4.62464821207026,-26.3107127018111,-15.0211927144142,3.9801748717987,13.0570829617035,1.89833849133484,-10.6469091084632,-7.43454110617597,3.84487873126875
MMRF_2574,19.1610367285626,17.8433555389214,-13.3209529749108,11.9691641332219,-8.83167510159874,13.4980987866023,12.0288218817929,-26.5654776665713,0.235647275762667,-0.539456853444416,5.2661782414408,-15.9511115988552,4.69398593840748,2.79923649967372,-8.55093291976045,1.8484417864675,-13.7102743479267,-12.823292725576,11.1891580593331,11.8247793824403,5.69899163140945,5.98397059007315,-0.169851364722192,2.17999695312333,10.1041671897437,13.1978801324569,3.24556729984105,-0.785399232519694,5.59454488544708,-5.82291045638533,-5.10664297584092,5.14673641692252,5.17264402470772,6.84292500624122,6.25574233400747,-13.663897845545,3.36706919419422,-4.4170362229873,2.11223678005334,-1.70321784690597
MMRF_2250,10.3939119206747,13.4501428900225,-16.4241709977438,1.00039155432242,19.4562466192069,-22.1341383910273,-10.774213651277,9.8887368435503,-2.23824152472049,-10.3787426351417,3.59491746699987,8.14863131558433,5.24797017641305,1.33331671370508,-10.710203792602,0.559104165035789,2.91710520784695,2.24283434256391,4.54830485078471,-1.96125317031988,-3.01499299649349,6.38182869475712,1.16000829581404,2.19988560559037,-0.761879199267873,2.55525201276647,-7.12964456422428,-0.125514132745996,1.35125692942717,5.05243135775912,4.32806738976139,-0.108455608000521,2.37061253876459,-5.38119483591598,-2.05798499930356,-1.63664777198034,-1.41002044170327,-0.0294059043968642,-0.893012503706734,-0.696844943144076
MMRF_1137,-3.88028161266292,-6.33027413051837,-13.6177564541536,-24.70356445022,-9.18325191977853,-13.0111669868365,4.14266684118946,-7.70948311183723,-11.6905986214791,13.9412848185664,1.92592844824459,-19.9384326256502,-5.50400787141547,8.88513870263848,-4.78398958198387,1.59806596854428,-0.264170561813732,8.906489884136,-6.28989466766561,-2.16181725567951,-0.830842012841755,-7.76590094486795,-4.28311418282671,7.31294870593642,-0.738396516421621,-1.73257689309457,0.713974877387332,10.616762770246,-4.37511339029746,-2.1293109832967,-1.2438200070078,-3.18681119139005,2.19754980675232,2.15233514231551,3.54386970906454,-0.836601387920337,5.84426426227168,8.17260310436387,3.96281235027225,2.26162201889515
MMRF_1597,15.5215287384547,-12.4572397802012,13.4611047748339,-8.09824621339223,4.40638975168008,5.55351286167425,16.2398558398493,3.14644731524323,-9.01810556093189,-1.46335269966097,-2.56678176933837,9.79084609496969,-4.24817757079909,-2.71172686989722,4.85658938305849,0.0606811242855389,1.04390041129545,1.35310242831065,-1.9928453428499,4.36540109915373,-6.31136083055378,-11.4707695279881,3.98951350804533,-2.44230464655364,3.34494958928577,11.8693423564716,0.483961494005709,-0.517164781842303,-1.40246559635291,3.79346769587569,2.49169838024258,-1.05504877969771,-1.5168810200502,0.623225159243971,7.01797831923725,1.59953821499722,-7.16454996030906,3.50233062914437,2.37099048367805,0.779412787643303
MMRF_1911,7.54820604990894,15.5905372642087,10.460412480082,-6.16944411632912,-10.0120029502253,-11.258149588858,-16.0300207596748,2.07139462962653,17.6578072846219,-11.1556994130471,-10.6513722966724,-1.94975667904916,-13.5884763532932,8.81486173198573,-3.24470150760196,-4.16856851471493,-15.0120329255846,6.03519003218332,1.07927074031081,-3.11808369491566,-7.28648202546463,2.9954797567428,1.26972414398452,1.41527197776978,12.9454257825298,-4.57841239113213,-2.42507611093303,-3.6955350934305,-0.256726077384021,-5.14565971357743,-0.811060900351868,2.60728509405785,5.26626177498414,2.17218293390028,4.92893612686544,-0.695168249309418,3.58356724458251,-1.57648059454987,-0.120165645153746,-1.70877157998791
MMRF_1835,2.46158169180642,-10.6750444700012,-6.32976120506982,-26.1684259383753,-32.2984258230361,-16.0743902172379,7.7742598090232,-9.18462447912059,-3.97988520049309,-13.8583314598929,0.393993942228358,0.192248649589335,8.95847693021907,-8.0080136740952,7.05778802036812,6.29976132126698,-0.636704222956185,-0.702941118362999,0.0475558275373246,-7.61946422771987,-6.41129427793282,-12.2111346840094,-3.45670175880736,-3.18934613402243,3.33267634781097,-2.87845196195938,9.12246322279808,3.9595540981876,-5.92631978232554,4.27274488323472,-5.83019903798397,1.4016205418387,-0.207067094253313,-7.23773819627618,0.867284099304567,6.2170017863505,5.80132795649475,1.76133558082402,7.23572875449681,0.955441005495534
MMRF_2700,11.8756118469678,-14.2605575218525,-7.15328989543794,2.47558714726099,13.205725284864,15.4118678586593,5.92721180222226,-23.7844787337007,-12.0509474782547,15.1609947946681,1.98612967372405,-8.89201467345089,3.46505249438903,-5.96109073040297,-8.65235642047204,10.2396909321452,-5.46211888078866,0.0968645987065205,-0.536904604958997,4.90507106290491,3.13629450317031,-1.91264043676025,2.28498653998191,6.48897816814455,0.312450035228765,0.351886536086869,0.107776577847302,2.58247836031438,0.733956087691249,-5.39807530562351,-0.349606984625292,-3.23276728508518,6.6843311313048,5.53896850022419,1.81644917127391,-3.45119798623126,-0.581253088659745,-0.549297678533037,0.671432084226644,2.50132918404686
MMRF_2760,20.6820117649677,15.8067821858942,8.71443937268169,15.3223938490717,-19.1618883021134,5.05326529684103,-14.7685692971733,-3.7358891938354,19.6184201788073,-5.19796220046594,-6.02322523344412,11.7247619385381,-10.6971357081183,1.28699521778317,-3.61173012152707,-16.0338245976048,-6.81011621318004,5.01658972829572,7.5539206478227,-1.16624142268369,11.6801648004491,9.82489633181637,-3.41294995104453,5.12695075921359,-4.81430097942128,-3.52058837482261,-7.93632716280068,6.86396043608688,-9.57936877013855,2.54982572519624,6.49955435990566,0.448374279892631,5.50549323100728,-10.2464229805735,5.5954381653802,-0.36401556412478,-0.251638163939989,-1.36194982958722,-1.29195255742874,-1.22262119168746
MMRF_1633,25.152825159692,-6.87630810014111,20.7765336879489,8.5944172273321,4.64528690997158,5.90479760458341,7.03254048289152,6.64788772114595,-4.41441916021701,-6.62135705931161,2.04987972082079,2.1637210427967,8.19791847509671,0.0291384747367,-2.29967610004982,5.58228625443456,-5.26249641919135,-9.98947350324227,2.36007217919777,1.30645949740088,-1.39723640328417,-8.24049246022793,-2.8291909575448,-1.91966507421702,3.79977933068222,7.58757127721801,2.36468166302708,-2.61949144205743,7.1144439142546,-4.72761642230176,-0.529207348599698,3.7814302732379,-7.66362759160975,0.964223783458285,4.1893340190056,11.0185883608238,-2.93634153066555,1.97087753281895,0.999778418581141,2.04779593588575
MMRF_1179,9.26757362039247,15.6986279098038,-14.700802680926,-10.5575068256055,15.6961459086253,-26.0743241044736,-2.13397335341475,22.0283481866978,-11.5633049972989,-7.27591938630021,13.4957129421541,-14.2980557414986,-3.46830259582571,6.65626111493215,-17.3669846131453,2.60816662264795,5.97360863036357,-1.02999290660268,-7.91170632070418,3.82568478538653,2.03532784683392,-8.51727675245821,3.51454650573621,1.61146512997799,4.54449270324371,2.02805139277452,-11.4845372666691,-7.62449740690401,-1.35316609732968,6.67397670980822,2.59529994921168,-1.61138458992467,-0.671544131205253,-2.5908543738385,-5.44840430842228,4.49939275919293,-3.8745556329338,-3.11621425322857,-11.4611598852946,-3.00512057320429
MMRF_2681,-10.636481097439,25.0257906596023,-36.1772440264911,-8.08477278958065,18.8796748267361,-29.056383576192,-3.34909982349269,14.7481029301492,-11.991248412863,-0.296197509317332,-13.8752407041315,7.01993612021618,6.43815645421216,11.3390483773379,3.31154098265899,4.29126163696327,-3.23189078852736,-10.0640033245295,-0.976866579549345,-1.85756117458433,-4.97289752329121,6.16534457799478,0.890518357950841,-7.1065264017736,2.22675949288574,-2.07561251251037,0.432528408008505,-5.9971098462114,4.68972824519942,-1.70172864042633,5.33524125775935,-0.301007936666412,-2.89749071820351,-4.71873859233176,-1.33714718337577,8.85589383686066,6.11882376284989,-6.92982376937258,-4.65917351673011,-1.03072743246301
MMRF_2731,13.0006663458228,-13.1250050347514,-13.8956020836034,8.34758351977158,7.22180854413969,14.4478229865265,11.1882140121085,-12.8582469549772,-0.22657805238027,8.51384007215095,-6.90960018995933,1.10362208825008,-6.11722049652484,10.815989916364,21.5514630625678,-10.7310177935812,-8.38082259874268,-8.71154192070592,-5.91046490487727,11.9144577596202,-4.73587725266944,5.0651765075048,-8.23002775964803,-2.72700426532965,-2.25782261591091,-3.74047841386988,-0.19544730476514,-0.203302120433219,-3.54700751623233,1.60888042853722,2.28249673794721,6.33959546441185,1.17034997249361,-11.8635767547662,6.16953335126594,-5.34168860107988,6.22457173461727,-4.31639438425062,-0.940660582070391,-4.47658315679603
MMRF_2412,18.2926211873069,5.17736041654321,8.64093723145422,3.22644036580127,9.4772111702601,9.06722550649699,4.83990543423921,-6.70149812035151,8.83337705659853,-19.5183431755962,-1.77603487931039,1.8093720497135,-6.879883793651,13.7876628269004,7.35081843154149,-4.55341352602201,5.91533119469061,9.47818772473986,-1.91906003822357,0.24382174814504,1.57530965734472,-7.22415986026396,2.63308864123691,-1.93342649312932,-14.402031758127,-1.96250127693402,-1.70761370806735,4.33189067663871,-2.10424282056091,3.89416586702267,1.94177227889078,5.06135775391096,-4.84325027120437,0.909107014472559,3.55819878590616,-6.79633309268353,-3.69236456913419,10.9947841907235,6.41544190878328,-2.5592625551183
MMRF_1211,-21.2896585424197,3.10931160992002,4.01592672667675,-19.5309432516368,4.03913846987074,-6.39768233853865,-18.276377288664,-4.49234279845124,9.10612340502282,-2.883392719682,-4.45235551686007,-1.8201737357959,-11.4438835717161,-9.83713854318345,-2.55360175420272,-4.9025628290067,-14.1472090346877,6.50532821333767,-5.06231930759439,-1.31116491163886,9.67726046417088,-2.31991385462294,-5.92142673901873,1.48892452547438,-6.1530810320641,1.30685300696847,-3.17158575147027,-1.11135400289399,6.57919810367556,7.29376684461614,4.28329010304559,-2.35862359633294,-7.06393731916484,6.51629337230446,6.45387061640898,-5.41317216590984,3.61413516138919,0.605139321136294,-1.60540034987086,-0.131771469826663
MMRF_1700,8.29214109355741,20.2328673881697,9.83919968446103,36.6572383180739,-11.046860932717,-7.86004693159656,15.8718914779952,11.4230773745308,18.619967343753,4.79234438365518,-14.1157979726213,-7.43568922891034,3.81054924619011,-22.4173520460806,-8.01060013761977,19.108789573296,2.92681678622413,3.122415187056,-0.0530128537107299,3.27465850757016,-18.4239046706062,-7.3879906833441,2.17806764410352,-16.2293416133488,1.96839714117603,-10.9610131744754,2.50582602531492,-10.4069346781749,13.0499626191022,12.0853257811869,-16.2840241590268,-8.77941000338475,-7.95781118069116,6.08331849371271,-1.86725690280581,6.30837460911636,13.3122326326303,-7.80245971311954,-0.065271140605339,9.10736892713067
